5,255
5,246
4,248
2,239
1,112
1,222
4,228
2,232
2,232
5,239
3,210
3,212
1,195
1,220
5,254
5,255
5,208
3,252
5,245
1,242
1,158
1,0
4,252
4,224
2,6
2,184
3,248
5,208
3,245
1,145
1,238
4,246
4,251
1,0
1,238
4,249
5,245
5,249
1,191
2,238
1,188
1,207
2,196
4,250
3,231
1,242
2,207
1,177
3,248
4,241
3,255
2,118
1,70
4,217
4,255
2,128
1,8
