5,255
4,246
4,248
3,239
3,112
3,222
4,228
3,232
3,232
4,239
2,210
3,212
1,195
1,220
5,254
5,255
5,208
4,252
4,245
1,242
2,158
2,0
4,252
2,224
3,6
1,184
2,248
4,208
2,245
1,145
1,238
3,246
3,251
2,0
3,238
4,249
5,245
5,249
3,191
2,238
3,188
3,207
4,196
5,250
5,231
2,242
2,207
3,177
4,248
3,241
4,255
4,118
3,70
3,217
5,255
2,128
1,8
